station_id,name,state,address,latitude,longitude,brand,indoor_outdoor,local_authority,power_kw,price_per_kwh,pile_label,connector_type,operational_state,source_name,source_url,source_record_id,data_as,source_status,data_type
mevnet-4396,Proton e.MAS Kuantan HK Electra,PAHANG,"Proton e.MAS Kuantan HK Electra, Majlis Bandaraya Kuantan, PAHANG",3.81403118,103.2851699,Others,Outdoor,Majlis Bandaraya Kuantan,50,1.20,Bay 01,CCS2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,4396,20-May-25,Existing,simulated_pile_assignment_prototype
mevnet-4451,THE ENCLAVE BY SONG YAN (RESIDENTS USE ONLY),PAHANG,"THE ENCLAVE BY SONG YAN (RESIDENTS USE ONLY), Majlis Perbandaran Bentong, PAHANG",3.36467905,101.8184599,JomCharge,Indoor & Outdoor,Majlis Perbandaran Bentong,11,0.90,Bay 01,Type 2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,4451,20-May-25,Existing,simulated_pile_assignment_prototype
mevnet-3590,MEGA VIEW HOTEL,PAHANG,"MEGA VIEW HOTEL, Majlis Bandaraya Kuantan, PAHANG",3.8056284,103.3293452,ChargeSini,Outdoor,Majlis Bandaraya Kuantan,50,1.20,Bay 01,CCS2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,3590,5-Jul-23,Existing,simulated_pile_assignment_prototype
mevnet-3706,PARKLAND APARTMENT,PAHANG,"PARKLAND APARTMENT, Majlis Daerah Cameron Highlands, PAHANG",4.49016592,101.3860959,Others,Outdoor,Majlis Daerah Cameron Highlands,11,0.90,Bay 01,Type 2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,3706,28-Jun-24,Existing,simulated_pile_assignment_prototype
mevnet-84,WEIL HOTEL / IPOH PARADE,PERAK,"WEIL HOTEL / IPOH PARADE, Majlis Bandaraya Ipoh, PERAK",4.5946965,101.090079,BMW,Indoor,Majlis Bandaraya Ipoh,11,0.90,Bay 01,Type 2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,84,31-Dec-24,Existing,simulated_pile_assignment_prototype
mevnet-31,THE HAVEN ALL SUITE RESORT,PERAK,"THE HAVEN ALL SUITE RESORT, Majlis Bandaraya Ipoh, PERAK",4.6371731,101.1624289,chargEV,Outdoor,Majlis Bandaraya Ipoh,11,0.90,Bay 01,Type 2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,31,1-Oct-24,Existing,simulated_pile_assignment_prototype
mevnet-3800,THE COVE HILLSIDE RESIDENCE,PERAK,"THE COVE HILLSIDE RESIDENCE, Majlis Bandaraya Ipoh, PERAK",4.61708183,101.1334225,ChargeSini,Indoor,Majlis Bandaraya Ipoh,11,0.90,Bay 01,Type 2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,3800,1-Oct-24,Existing,simulated_pile_assignment_prototype
mevnet-4122,DAMAIPURI CONDOMINIUM,PERAK,"DAMAIPURI CONDOMINIUM, Majlis Bandaraya Ipoh, PERAK",4.58598957,101.0917859,ChargeSini,Indoor,Majlis Bandaraya Ipoh,11,0.90,Bay 01,Type 2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,4122,1-Oct-24,Existing,simulated_pile_assignment_prototype
mevnet-3779,TAMAN TASIK COMMERCIAL CENTER,PERAK,"TAMAN TASIK COMMERCIAL CENTER, Majlis Perbandaran Taiping, PERAK",4.85286173,100.7456204,JomCharge,Outdoor,Majlis Perbandaran Taiping,50,1.35,Bay 01,CCS2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,3779,20-May-25,Existing,simulated_pile_assignment_prototype
mevnet-166,PETRONAS R&R GUNUNG SEMANGGOL SOUTHBOUND,PERAK,"PETRONAS R&R GUNUNG SEMANGGOL SOUTHBOUND, Majlis Daerah Kerian, PERAK",4.988779,100.6653899,Gentari,Outdoor,Majlis Daerah Kerian,50,1.20,Bay 01,CCS2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,166,28-Jun-24,Existing,simulated_pile_assignment_prototype
mevnet-3686,BEHRANG LAYBY NORTHBOUND,PERAK,"BEHRANG LAYBY NORTHBOUND, Majlis Daerah Tanjung Malim, PERAK",3.78140204,101.4464951,Gentari,Outdoor,Majlis Daerah Tanjung Malim,50,1.20,Bay 01,CCS2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,3686,31-Dec-23,Existing,simulated_pile_assignment_prototype
mevnet-3716,SMART IPOH,PERAK,"SMART IPOH, Majlis Bandaraya Ipoh, PERAK",4.62074892,101.0809421,JomCharge,Outdoor,Majlis Bandaraya Ipoh,50,1.20,Bay 01,CCS2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,3716,20-May-25,Existing,simulated_pile_assignment_prototype
mevnet-3957,M ROOF HOTEL & RESIDENCES,PERAK,"M ROOF HOTEL & RESIDENCES, Majlis Bandaraya Ipoh, PERAK",4.61215891,101.1051784,ChargeSini,Outdoor,Majlis Bandaraya Ipoh,11,0.90,Bay 01,Type 2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,3957,1-Oct-24,Existing,simulated_pile_assignment_prototype
mevnet-4002,BEHRANG LAYBY SOUTHBOUND,PERAK,"BEHRANG LAYBY SOUTHBOUND, Majlis Daerah Tanjung Malim, PERAK",3.78390238,101.4461175,JomCharge,Outdoor,Majlis Daerah Tanjung Malim,120,1.20,Bay 01,CCS2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,4002,28-Jun-24,Existing,simulated_pile_assignment_prototype
mevnet-2279,STARBUCKS KANGAR JAYA,PERLIS,"STARBUCKS KANGAR JAYA, Majlis Perbandaran Kangar, PERLIS",6.4074753,100.1793031,chargEV,Outdoor,Majlis Perbandaran Kangar,50,1.35,Bay 01,CCS2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,2279,31-Dec-23,Existing,simulated_pile_assignment_prototype
mevnet-2270,UNIMAP,PERLIS,"UNIMAP, Majlis Perbandaran Kangar, PERLIS",6.4657692,100.351067,MEVnet station,TM,Majlis Perbandaran Kangar,11,0.90,Bay 01,Type 2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,2270,6-Mar-23,Newly Proposed,simulated_pile_assignment_prototype
mevnet-2271,Tasik Melati Park,PERLIS,"Tasik Melati Park, Majlis Perbandaran Kangar, PERLIS",6.5104564,100.2436069,MEVnet station,TM,Majlis Perbandaran Kangar,11,0.90,Bay 01,Type 2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,2271,6-Mar-23,Newly Proposed,simulated_pile_assignment_prototype
mevnet-2272,UITM ARAU,PERLIS,"UITM ARAU, Majlis Perbandaran Kangar, PERLIS",6.4575818,100.2820591,MEVnet station,TM,Majlis Perbandaran Kangar,11,0.90,Bay 01,Type 2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,2272,6-Mar-23,Newly Proposed,simulated_pile_assignment_prototype
mevnet-2273,Jalan 179 - Petronas Arau,PERLIS,"Jalan 179 - Petronas Arau, Majlis Perbandaran Kangar, PERLIS",6.4244523,100.2726821,MEVnet station,TM,Majlis Perbandaran Kangar,11,0.90,Bay 01,Type 2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,2273,6-Mar-23,Newly Proposed,simulated_pile_assignment_prototype
mevnet-2274,McDonalds Kangar,PERLIS,"McDonalds Kangar, Majlis Perbandaran Kangar, PERLIS",6.4341433,100.1966396,MEVnet station,TM,Majlis Perbandaran Kangar,11,0.90,Bay 01,Type 2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,2274,6-Mar-23,Newly Proposed,simulated_pile_assignment_prototype
mevnet-2275,Taman Negeri Perlis,PERLIS,"Taman Negeri Perlis, Majlis Perbandaran Kangar, PERLIS",6.6903312,100.2071158,MEVnet station,TM,Majlis Perbandaran Kangar,11,0.90,Bay 01,Type 2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,2275,6-Mar-23,Newly Proposed,simulated_pile_assignment_prototype
mevnet-2276,Padang Besar,PERLIS,"Padang Besar, Majlis Perbandaran Kangar, PERLIS",6.661164,100.3231459,MEVnet station,TM,Majlis Perbandaran Kangar,11,0.90,Bay 01,Type 2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,2276,6-Mar-23,Newly Proposed,simulated_pile_assignment_prototype
mevnet-2277,Pekan Kuala Perlis,PERLIS,"Pekan Kuala Perlis, Majlis Perbandaran Kangar, PERLIS",6.3975896,100.1301471,MEVnet station,TM,Majlis Perbandaran Kangar,11,0.90,Bay 01,Type 2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,2277,6-Mar-23,Newly Proposed,simulated_pile_assignment_prototype
mevnet-2278,Kangar Jaya Mall,PERLIS,"Kangar Jaya Mall, Majlis Perbandaran Kangar, PERLIS",6.4067823,100.1818781,MEVnet station,TM,Majlis Perbandaran Kangar,11,0.90,Bay 01,Type 2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,2278,6-Mar-23,Newly Proposed,simulated_pile_assignment_prototype
mevnet-269,SUNWAY CARNIVAL MALL,PULAU PINANG,"SUNWAY CARNIVAL MALL, Majlis Bandaraya Seberang Perai, PULAU PINANG",5.3985132,100.3980465,Sunway,Indoor,Majlis Bandaraya Seberang Perai,50,1.35,Bay 01,CCS2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,269,28-Jun-24,Existing,simulated_pile_assignment_prototype
mevnet-185,GURNEY PLAZA,PULAU PINANG,"GURNEY PLAZA, Majlis Bandaraya Pulau Pinang, PULAU PINANG",5.4380431,100.3100232,chargEV,Indoor,Majlis Bandaraya Pulau Pinang,50,1.35,Bay 01,CCS2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,185,31-Aug-24,Existing,simulated_pile_assignment_prototype
mevnet-3894,"THE SHIP CAMPUS, BATU KAWAN",PULAU PINANG,"THE SHIP CAMPUS, BATU KAWAN, Majlis Bandaraya Pulau Pinang, PULAU PINANG",5.22484214,100.4273063,Others,Outdoor,Majlis Bandaraya Pulau Pinang,11,0.90,Bay 01,Type 2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,3894,15-Mar-24,Existing,simulated_pile_assignment_prototype
mevnet-3813,QUAYSIDE CONDOMINIUM,PULAU PINANG,"QUAYSIDE CONDOMINIUM, Majlis Bandaraya Seberang Perai, PULAU PINANG",5.48005485,100.3808041,ChargeSini,Indoor,Majlis Bandaraya Seberang Perai,11,0.90,Bay 01,Type 2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,3813,1-Oct-24,Existing,simulated_pile_assignment_prototype
mevnet-3994,PENANG MARRIOTT HOTEL,PULAU PINANG,"PENANG MARRIOTT HOTEL, Majlis Bandaraya Pulau Pinang, PULAU PINANG",5.43166259,100.3175074,JomCharge,Indoor & Outdoor,Majlis Bandaraya Pulau Pinang,11,0.90,Bay 01,Type 2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,3994,20-May-25,Existing,simulated_pile_assignment_prototype
mevnet-3346,G KELAWAI HOTEL,PULAU PINANG,"G KELAWAI HOTEL, Majlis Bandaraya Pulau Pinang, PULAU PINANG",5.43556866,100.3099413,BMW,Indoor,Majlis Bandaraya Pulau Pinang,11,0.90,Bay 01,Type 2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,3346,1-Oct-24,Existing,simulated_pile_assignment_prototype
mevnet-3704,"VANGOHH EMINENT, HOTEL & SPA",PULAU PINANG,"VANGOHH EMINENT, HOTEL & SPA, Majlis Bandaraya Seberang Perai, PULAU PINANG",5.32961018,100.4998602,MINI,Indoor,Majlis Bandaraya Seberang Perai,11,0.90,Bay 01,Type 2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,3704,31-Aug-24,Existing,simulated_pile_assignment_prototype
mevnet-3803,TANJUNG PARK CONDO,PULAU PINANG,"TANJUNG PARK CONDO, Majlis Bandaraya Pulau Pinang, PULAU PINANG",5.44915188,100.304138,ChargeSini,Indoor & Outdoor,Majlis Bandaraya Pulau Pinang,11,0.90,Bay 01,Type 2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,3803,1-Oct-24,Existing,simulated_pile_assignment_prototype
mevnet-3893,THE MARITIME AUTOMALL,PULAU PINANG,"THE MARITIME AUTOMALL, Majlis Bandaraya Pulau Pinang, PULAU PINANG",5.39804181,100.3291127,Others,Outdoor,Majlis Bandaraya Pulau Pinang,11,0.90,Bay 01,Type 2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,3893,31-Aug-24,Existing,simulated_pile_assignment_prototype
mevnet-4359,"MARRIOTT RESIDENCES, PENANG (RESIDENCE USE ONLY)",PULAU PINANG,"MARRIOTT RESIDENCES, PENANG (RESIDENCE USE ONLY), Majlis Bandaraya Pulau Pinang, PULAU PINANG",5.43126372,100.3174382,JomCharge,Indoor,Majlis Bandaraya Pulau Pinang,11,0.90,Bay 01,Type 2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,4359,20-May-25,Existing,simulated_pile_assignment_prototype
mevnet-4275,SHANGRI-LA RASA RIA,SABAH,"SHANGRI-LA RASA RIA, Majlis Daerah Tuaran, SABAH",6.15376075,116.1486367,Others,Indoor,Majlis Daerah Tuaran,11,0.90,Bay 01,Type 2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,4275,31-Dec-24,Existing,simulated_pile_assignment_prototype
mevnet-3341,BMW REGAS PREMIUM SABAH,SABAH,"BMW REGAS PREMIUM SABAH, Dewan Bandaraya Kota Kinabalu, SABAH",5.97078122,116.1113184,chargEV,Outdoor,Dewan Bandaraya Kota Kinabalu,50,1.35,Bay 01,CCS2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,3341,31-Aug-24,Existing,simulated_pile_assignment_prototype
mevnet-3944,T1 BUNDUSAN,SABAH,"T1 BUNDUSAN, Majlis Daerah Penampang, SABAH",5.93904325,116.1008563,JomCharge,Indoor,Majlis Daerah Penampang,11,0.90,Bay 01,Type 2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,3944,20-May-25,Existing,simulated_pile_assignment_prototype
mevnet-4345,"KINABALU PINE RESORT, KUNDASANG SABAH",SABAH,"KINABALU PINE RESORT, KUNDASANG SABAH, Majlis Daerah Ranau, SABAH",5.98208282,116.5795291,JomCharge,Outdoor,Majlis Daerah Ranau,50,1.35,Bay 01,CCS2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,4345,20-May-25,Existing,simulated_pile_assignment_prototype
mevnet-3810,RIVERSON SABAH,SABAH,"RIVERSON SABAH, Dewan Bandaraya Kota Kinabalu, SABAH",5.96917728,116.0639963,ChargeSini,Outdoor,Dewan Bandaraya Kota Kinabalu,11,0.90,Bay 01,Type 2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,3810,1-Oct-24,Existing,simulated_pile_assignment_prototype
mevnet-4434,"SKYVUE RESIDENCE, KK (RESIDENTS USE ONLY)",SABAH,"SKYVUE RESIDENCE, KK (RESIDENTS USE ONLY), Majlis Daerah Penampang, SABAH",5.93192469,116.0775929,JomCharge,Indoor,Majlis Daerah Penampang,11,0.90,Bay 01,Type 2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,4434,20-May-25,Existing,simulated_pile_assignment_prototype
mevnet-403,STARBUCKS JALAN LINTAS DT,SABAH,"STARBUCKS JALAN LINTAS DT, Dewan Bandaraya Kota Kinabalu, SABAH",5.9700811,116.1108047,chargEV,Outdoor,Dewan Bandaraya Kota Kinabalu,50,1.35,Bay 01,CCS2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,403,31-Dec-24,Existing,simulated_pile_assignment_prototype
mevnet-4090,REGAS BYD KOLOMBONG KK,SABAH,"REGAS BYD KOLOMBONG KK, Dewan Bandaraya Kota Kinabalu, SABAH",5.98562467,116.1164005,Gentari,Outdoor,Dewan Bandaraya Kota Kinabalu,50,1.20,Bay 01,CCS2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,4090,31-Oct-24,Existing,simulated_pile_assignment_prototype
mevnet-4092,THE LUMA HOTEL KOTA KINABALU,SABAH,"THE LUMA HOTEL KOTA KINABALU, Dewan Bandaraya Kota Kinabalu, SABAH",5.9672205,116.0655001,Gentari,Outdoor,Dewan Bandaraya Kota Kinabalu,11,0.90,Bay 01,Type 2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,4092,31-Aug-24,Existing,simulated_pile_assignment_prototype
mevnet-4246,BUKIT BANTAYAN RESIDENCES EXPERIENCE GALLERY,SABAH,"BUKIT BANTAYAN RESIDENCES EXPERIENCE GALLERY, Dewan Bandaraya Kota Kinabalu, SABAH",5.97665893,116.1348566,chargEV,Outdoor,Dewan Bandaraya Kota Kinabalu,50,1.20,Bay 01,CCS2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,4246,31-Dec-24,Existing,simulated_pile_assignment_prototype
mevnet-3425,PETROS DARUL HANA,SARAWAK,"PETROS DARUL HANA, Dewan Bandaraya Kuching Utara, SARAWAK",1.56499238,110.3660544,chargEV,Outdoor,Dewan Bandaraya Kuching Utara,50,1.35,Bay 01,CCS2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,3425,28-Jun-24,Existing,simulated_pile_assignment_prototype
mevnet-3345,CITY ONE MEGAMALL,SARAWAK,"CITY ONE MEGAMALL, Majlis Bandaraya Kuching Selatan, SARAWAK",1.5207642,110.3544012,BMW,Outdoor,Majlis Bandaraya Kuching Selatan,120,1.35,Bay 01,CCS2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,3345,31-Dec-24,Existing,simulated_pile_assignment_prototype
mevnet-3977,ONE SHELL SQUARE MIRI,SARAWAK,"ONE SHELL SQUARE MIRI, Majlis Bandaraya Miri, SARAWAK",4.39397838,113.9852252,Shell Recharge,Outdoor,Majlis Bandaraya Miri,11,0.90,Bay 01,Type 2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,3977,31-Dec-24,Existing,simulated_pile_assignment_prototype
mevnet-3588,ICOM SQUARE,SARAWAK,"ICOM SQUARE, Majlis Bandaraya Kuching Selatan, SARAWAK",1.55157672,110.3726344,chargEV,Outdoor,Majlis Bandaraya Kuching Selatan,120,1.20,Bay 01,CCS2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,3588,1-Apr-24,Existing,simulated_pile_assignment_prototype
mevnet-740,THE SPRING,SARAWAK,"THE SPRING, Majlis Bandaraya Kuching Selatan, SARAWAK",1.5355458,110.3582016,chargEV,Indoor,Majlis Bandaraya Kuching Selatan,11,0.90,Bay 01,Type 2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,740,20-May-25,Existing,simulated_pile_assignment_prototype
mevnet-3340,BMW REGAS PREMIUM AUTO KUCHING,SARAWAK,"BMW REGAS PREMIUM AUTO KUCHING, Majlis Bandaraya Kuching Selatan, SARAWAK",1.51995298,110.35339,BMW,Outdoor,Majlis Bandaraya Kuching Selatan,50,1.20,Bay 01,CCS2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,3340,15-Mar-23,Existing,simulated_pile_assignment_prototype
mevnet-3782,THE PODIUM,SARAWAK,"THE PODIUM, Dewan Bandaraya Kuching Utara, SARAWAK",1.5292209,110.3360351,ChargeSini,Outdoor,Dewan Bandaraya Kuching Utara,11,0.90,Bay 01,Type 2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,3782,1-Oct-24,Existing,simulated_pile_assignment_prototype
mevnet-3863,LIBERTY GROVE KUCHING,SARAWAK,"LIBERTY GROVE KUCHING, Majlis Perbandaran Padawan, SARAWAK",1.47486063,110.3396533,JomCharge,Outdoor,Majlis Perbandaran Padawan,11,0.90,Bay 01,Type 2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,3863,15-Mar-24,Existing,simulated_pile_assignment_prototype
mevnet-3899,MIRI MARRIOT RESORT AND SPA,SARAWAK,"MIRI MARRIOT RESORT AND SPA, Majlis Bandaraya Miri, SARAWAK",4.37483316,113.9713382,Flexi Parking,Outdoor,Majlis Bandaraya Miri,11,0.90,Bay 01,Type 2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,3899,15-Mar-24,Existing,simulated_pile_assignment_prototype
mevnet-4241,SHERATON KUCHING HOTEL,SARAWAK,"SHERATON KUCHING HOTEL, Majlis Bandaraya Kuching Selatan, SARAWAK",1.55659485,110.3532731,Flexi Parking,Outdoor,Majlis Bandaraya Kuching Selatan,11,0.90,Bay 01,Type 2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,4241,31-Dec-24,Existing,simulated_pile_assignment_prototype
mevnet-1172,GAMUDA COVE EXPERIENCE GALLERY & (DISCOVERY CENTER),SELANGOR,"GAMUDA COVE EXPERIENCE GALLERY & (DISCOVERY CENTER), Majlis Perbandaran Kuala Langat, SELANGOR",2.8853852,101.6160331,BMW,Outdoor,Majlis Perbandaran Kuala Langat,50,1.20,Bay 01,CCS2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,1172,31-Oct-24,Existing,simulated_pile_assignment_prototype
mevnet-930,IOI CITY MALL,SELANGOR,"IOI CITY MALL, Majlis Perbandaran Sepang, SELANGOR",2.9706561,101.7136778,chargEV,Indoor,Majlis Perbandaran Sepang,120,1.20,Bay 01,CCS2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,930,28-Jun-24,Existing,simulated_pile_assignment_prototype
mevnet-889,SUNWAY PYRAMID,SELANGOR,"SUNWAY PYRAMID, Majlis Bandaraya Subang Jaya, SELANGOR",3.0720837,101.6063455,JomCharge,Indoor & Outdoor,Majlis Bandaraya Subang Jaya,50,1.35,Bay 01,CCS2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,889,21-Oct-23,Existing,simulated_pile_assignment_prototype
mevnet-894,THE CURVE MALL,SELANGOR,"THE CURVE MALL, Majlis Bandaraya Petaling Jaya, SELANGOR",3.15792981,101.6120363,chargEV,Indoor,Majlis Bandaraya Petaling Jaya,120,1.20,Bay 01,CCS2,available,PLANMalaysia MEVnet + ChargeMY simulated pile,https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d,894,1-Oct-24,Existing,simulated_pile_assignment_prototype
